timestamp,settlement_point,real_time_price,day_ahead_price,da_rt_spread,forecast_load_mw,actual_load_mw,load_forecast_error_mw
2026-05-01 05:00:00,HB_WEST,25.58,30.39,4.81,46894.0,47887.0,993.0
2026-05-01 05:00:00,HB_SOUTH,21.62,29.66,8.04,47035.0,48126.0,1091.0
2026-05-01 05:00:00,LZ_AEN,25.46,30.93,5.47,46739.0,47907.0,1168.0
2026-05-01 05:00:00,LZ_CPS,22.63,29.78,7.15,46891.0,47918.0,1026.0
2026-05-01 05:00:00,LZ_HOUSTON,23.89,30.01,6.12,47252.0,47727.0,475.0
2026-05-01 05:00:00,LZ_NORTH,21.54,33.82,12.28,47345.0,47745.0,400.0
2026-05-01 05:00:00,LZ_SOUTH,25.36,32.22,6.86,47204.0,47775.0,571.0
2026-05-01 05:00:00,LZ_WEST,20.67,29.6,8.93,47049.0,47873.0,824.0
2026-05-01 06:00:00,HB_NORTH,19.31,24.97,5.66,47756.0,47732.0,-25.0
2026-05-01 06:00:00,HB_HOUSTON,25.51,26.92,1.41,47865.0,47665.0,-200.0
2026-05-01 06:00:00,HB_WEST,15.98,20.27,4.29,47861.0,47641.0,-220.0
2026-05-01 06:00:00,HB_SOUTH,27.21,29.06,1.85,47869.0,47534.0,-335.0
2026-05-01 06:00:00,LZ_AEN,21.2,29.69,8.49,47855.0,47733.0,-121.0
2026-05-01 06:00:00,LZ_CPS,17.62,27.76,10.14,47878.0,47479.0,-399.0
2026-05-01 06:00:00,LZ_HOUSTON,23.8,28.54,4.74,47829.0,47610.0,-220.0
2026-05-01 06:00:00,LZ_NORTH,20.72,24.71,3.99,47841.0,47892.0,50.0
2026-05-01 06:00:00,LZ_SOUTH,16.56,26.14,9.58,47844.0,47704.0,-141.0
2026-05-01 06:00:00,LZ_WEST,17.05,19.6,2.55,47862.0,47933.0,70.0
2026-05-01 07:00:00,HB_NORTH,16.66,30.7,14.04,48860.0,48878.0,18.0
2026-05-01 07:00:00,HB_HOUSTON,21.27,38.37,17.1,49041.0,48740.0,-301.0
2026-05-01 07:00:00,HB_WEST,17.17,30.89,13.72,48999.0,48623.0,-377.0
2026-05-01 07:00:00,HB_SOUTH,18.98,32.81,13.83,49019.0,48482.0,-537.0
2026-05-01 07:00:00,LZ_AEN,22.77,35.23,12.46,49041.0,48790.0,-250.0
2026-05-01 07:00:00,LZ_CPS,23.37,35.67,12.3,48711.0,48659.0,-52.0
2026-05-01 07:00:00,LZ_HOUSTON,18.88,35.27,16.39,49081.0,48772.0,-309.0
2026-05-01 07:00:00,LZ_NORTH,16.07,31.48,15.41,48904.0,48475.0,-429.0
2026-05-01 07:00:00,LZ_SOUTH,18.14,35.53,17.39,49039.0,48767.0,-271.0
2026-05-01 07:00:00,LZ_WEST,9.09,32.02,22.93,48909.0,48736.0,-172.0
2026-05-01 08:00:00,HB_NORTH,34.35,23.11,-11.24,50331.0,49799.0,-532.0
2026-05-01 08:00:00,HB_HOUSTON,37.99,27.23,-10.76,50252.0,49911.0,-340.0
2026-05-01 08:00:00,HB_WEST,29.46,23.94,-5.52,50187.0,49602.0,-584.0
2026-05-01 08:00:00,HB_SOUTH,34.5,27.37,-7.13,50200.0,49900.0,-300.0
2026-05-01 08:00:00,LZ_AEN,34.23,28.83,-5.4,50332.0,49621.0,-711.0
2026-05-01 08:00:00,LZ_CPS,32.82,28.08,-4.74,50255.0,49742.0,-513.0
2026-05-01 08:00:00,LZ_HOUSTON,41.2,31.49,-9.71,50255.0,49829.0,-426.0
2026-05-01 08:00:00,LZ_NORTH,39.69,26.57,-13.12,49914.0,49997.0,83.0
2026-05-01 08:00:00,LZ_SOUTH,34.73,28.59,-6.14,50311.0,49484.0,-827.0
2026-05-01 08:00:00,LZ_WEST,27.74,21.67,-6.07,50059.0,49811.0,-248.0
2026-05-01 09:00:00,HB_NORTH,26.98,36.17,9.19,51443.0,50585.0,-859.0
2026-05-01 09:00:00,HB_HOUSTON,37.51,38.43,0.92,51591.0,50548.0,-1043.0
2026-05-01 09:00:00,HB_WEST,30.08,31.85,1.77,51478.0,50543.0,-936.0
2026-05-01 09:00:00,HB_SOUTH,36.81,36.67,-0.14,51563.0,50469.0,-1094.0
2026-05-01 09:00:00,LZ_AEN,36.46,40.52,4.06,51261.0,50304.0,-957.0
2026-05-01 09:00:00,LZ_CPS,31.05,32.79,1.74,51419.0,50631.0,-788.0
2026-05-01 09:00:00,LZ_HOUSTON,37.04,39.95,2.91,51631.0,50723.0,-907.0
2026-05-01 09:00:00,LZ_NORTH,33.58,39.46,5.88,51511.0,50377.0,-1134.0
2026-05-01 09:00:00,LZ_SOUTH,34.27,35.2,0.93,51393.0,50454.0,-940.0
2026-05-01 09:00:00,LZ_WEST,32.76,38.1,5.34,51334.0,50574.0,-760.0
2026-05-01 10:00:00,HB_NORTH,26.67,41.6,14.93,52773.0,52669.0,-105.0
2026-05-01 10:00:00,HB_HOUSTON,31.57,40.53,8.96,52897.0,52724.0,-173.0
2026-05-01 10:00:00,HB_WEST,28.07,37.66,9.59,53004.0,52699.0,-305.0
2026-05-01 10:00:00,HB_SOUTH,29.55,43.27,13.72,52806.0,52932.0,126.0
2026-05-01 10:00:00,LZ_AEN,36.21,42.28,6.07,52888.0,53066.0,179.0
2026-05-01 10:00:00,LZ_CPS,38.44,41.28,2.84,52865.0,52926.0,61.0
2026-05-01 10:00:00,LZ_HOUSTON,34.13,43.91,9.78,52843.0,52804.0,-38.0
2026-05-01 10:00:00,LZ_NORTH,30.16,37.26,7.1,52597.0,52575.0,-22.0
2026-05-01 10:00:00,LZ_SOUTH,33.1,41.25,8.15,53078.0,52931.0,-147.0
2026-05-01 10:00:00,LZ_WEST,26.84,39.04,12.2,52797.0,52709.0,-88.0
2026-05-01 11:00:00,HB_NORTH,43.74,41.09,-2.65,54101.0,54278.0,177.0
2026-05-01 11:00:00,HB_HOUSTON,44.63,48.34,3.71,54111.0,53955.0,-156.0
2026-05-01 11:00:00,HB_WEST,36.93,40.23,3.3,54006.0,53931.0,-75.0
2026-05-01 11:00:00,HB_SOUTH,40.95,46.11,5.16,54230.0,53921.0,-309.0
2026-05-01 11:00:00,LZ_AEN,44.36,47.08,2.72,54063.0,54012.0,-51.0
2026-05-01 11:00:00,LZ_CPS,38.5,44.1,5.6,53861.0,53623.0,-238.0
2026-05-01 11:00:00,LZ_HOUSTON,49.49,48.67,-0.82,54014.0,53622.0,-392.0
2026-05-01 11:00:00,LZ_NORTH,34.67,42.99,8.32,54390.0,53932.0,-458.0
2026-05-01 11:00:00,LZ_SOUTH,42.68,46.41,3.73,53913.0,53815.0,-98.0
2026-05-01 11:00:00,LZ_WEST,39.33,41.8,2.47,54195.0,53918.0,-277.0
2026-05-01 12:00:00,HB_NORTH,51.85,40.61,-11.24,55070.0,56019.0,949.0
2026-05-01 12:00:00,HB_HOUSTON,50.3,47.46,-2.84,55124.0,56038.0,914.0
2026-05-01 12:00:00,HB_WEST,44.11,40.27,-3.84,55365.0,55748.0,383.0
2026-05-01 12:00:00,HB_SOUTH,47.42,43.05,-4.37,55231.0,55555.0,324.0
2026-05-01 12:00:00,LZ_AEN,53.37,44.27,-9.1,55315.0,55422.0,108.0
2026-05-01 12:00:00,LZ_CPS,47.81,40.58,-7.23,55078.0,55845.0,767.0
2026-05-01 12:00:00,LZ_HOUSTON,52.33,45.55,-6.78,55158.0,55838.0,680.0
2026-05-01 12:00:00,LZ_NORTH,46.26,44.67,-1.59,55256.0,55867.0,611.0
2026-05-01 12:00:00,LZ_SOUTH,52.17,45.24,-6.93,55421.0,55791.0,370.0
2026-05-01 12:00:00,LZ_WEST,45.01,39.64,-5.37,55053.0,55606.0,553.0
2026-05-01 13:00:00,HB_NORTH,47.76,46.65,-1.11,56111.0,56356.0,244.0
2026-05-01 13:00:00,HB_HOUSTON,50.23,48.97,-1.26,56069.0,56267.0,198.0
2026-05-01 13:00:00,HB_WEST,40.01,45.24,5.23,56035.0,56093.0,59.0
2026-05-01 13:00:00,HB_SOUTH,50.11,46.67,-3.44,56164.0,56437.0,273.0
2026-05-01 13:00:00,LZ_AEN,51.0,51.71,0.71,55714.0,56052.0,338.0
2026-05-01 13:00:00,LZ_CPS,48.9,47.44,-1.46,56089.0,56557.0,468.0
2026-05-01 13:00:00,LZ_HOUSTON,49.69,50.0,0.31,56032.0,56495.0,464.0
2026-05-01 13:00:00,LZ_NORTH,45.58,49.38,3.8,56222.0,55973.0,-249.0
2026-05-01 13:00:00,LZ_SOUTH,47.43,49.43,2.0,55941.0,56367.0,426.0
2026-05-01 13:00:00,LZ_WEST,46.24,43.23,-3.01,56065.0,56145.0,80.0
2026-05-01 14:00:00,HB_NORTH,62.94,51.3,-11.64,56577.0,55807.0,-769.0
2026-05-01 14:00:00,HB_HOUSTON,65.94,49.81,-16.13,56551.0,55849.0,-702.0
2026-05-01 14:00:00,HB_WEST,58.71,45.37,-13.34,56369.0,56191.0,-178.0
2026-05-01 14:00:00,HB_SOUTH,64.2,49.95,-14.25,56697.0,56007.0,-690.0
2026-05-01 14:00:00,LZ_AEN,65.67,53.12,-12.55,56448.0,56153.0,-296.0
2026-05-01 14:00:00,LZ_CPS,62.26,50.36,-11.9,56686.0,55911.0,-776.0
2026-05-01 14:00:00,LZ_HOUSTON,60.56,56.5,-4.06,56829.0,56012.0,-816.0
2026-05-01 14:00:00,LZ_NORTH,57.75,49.86,-7.89,56488.0,56047.0,-442.0
2026-05-01 14:00:00,LZ_SOUTH,61.81,53.04,-8.77,56586.0,55838.0,-748.0
2026-05-01 14:00:00,LZ_WEST,61.34,52.48,-8.86,56543.0,56023.0,-520.0
2026-05-01 15:00:00,HB_NORTH,60.63,55.34,-5.29,56922.0,55461.0,-1461.0
2026-05-01 15:00:00,HB_HOUSTON,67.39,56.01,-11.38,56770.0,55540.0,-1231.0
2026-05-01 15:00:00,HB_WEST,54.05,53.67,-0.38,56846.0,55437.0,-1409.0
2026-05-01 15:00:00,HB_SOUTH,57.99,57.48,-0.51,56592.0,55434.0,-1158.0
2026-05-01 15:00:00,LZ_AEN,64.01,55.51,-8.5,56506.0,55566.0,-940.0
2026-05-01 15:00:00,LZ_CPS,60.91,52.39,-8.52,56794.0,55532.0,-1262.0
2026-05-01 15:00:00,LZ_HOUSTON,63.43,56.98,-6.45,56800.0,55544.0,-1256.0
2026-05-01 15:00:00,LZ_NORTH,67.18,57.66,-9.52,56747.0,55462.0,-1285.0
2026-05-01 15:00:00,LZ_SOUTH,65.26,59.47,-5.79,56850.0,55405.0,-1445.0
2026-05-01 15:00:00,LZ_WEST,57.13,53.76,-3.37,56795.0,55728.0,-1067.0
2026-05-01 16:00:00,HB_NORTH,61.44,56.74,-4.7,56253.0,57510.0,1258.0
2026-05-01 16:00:00,HB_HOUSTON,63.1,52.3,-10.8,56407.0,57496.0,1089.0
2026-05-01 16:00:00,HB_WEST,57.56,54.26,-3.3,56493.0,57478.0,984.0
2026-05-01 16:00:00,HB_SOUTH,63.92,58.34,-5.58,56406.0,57497.0,1091.0
2026-05-01 16:00:00,LZ_AEN,67.46,57.19,-10.27,56601.0,57640.0,1040.0
2026-05-01 16:00:00,LZ_CPS,65.81,54.17,-11.64,56521.0,57609.0,1088.0
2026-05-01 16:00:00,LZ_HOUSTON,64.02,55.21,-8.81,56605.0,57587.0,981.0
2026-05-01 16:00:00,LZ_NORTH,60.5,55.34,-5.16,56658.0,57278.0,620.0
2026-05-01 16:00:00,LZ_SOUTH,61.32,55.09,-6.23,56698.0,57688.0,990.0
2026-05-01 16:00:00,LZ_WEST,61.98,51.16,-10.82,56388.0,57714.0,1326.0
2026-05-01 17:00:00,HB_NORTH,66.66,59.09,-7.57,56097.0,56901.0,804.0
2026-05-01 17:00:00,HB_HOUSTON,64.91,56.37,-8.54,56124.0,56962.0,838.0
2026-05-01 17:00:00,HB_WEST,59.41,52.25,-7.16,56015.0,56921.0,906.0
2026-05-01 17:00:00,HB_SOUTH,72.46,61.2,-11.26,55959.0,56629.0,670.0
2026-05-01 17:00:00,LZ_AEN,69.99,60.97,-9.02,55882.0,57100.0,1218.0
2026-05-01 17:00:00,LZ_CPS,72.42,62.44,-9.98,55893.0,56909.0,1016.0
2026-05-01 17:00:00,LZ_HOUSTON,72.56,63.15,-9.41,56153.0,56874.0,720.0
2026-05-01 17:00:00,LZ_NORTH,68.81,60.74,-8.07,56044.0,56487.0,442.0
2026-05-01 17:00:00,LZ_SOUTH,69.17,59.76,-9.41,55850.0,57041.0,1191.0
2026-05-01 17:00:00,LZ_WEST,68.28,60.09,-8.19,56034.0,56988.0,954.0
2026-05-01 18:00:00,HB_NORTH,67.33,58.03,-9.3,55021.0,55303.0,283.0
2026-05-01 18:00:00,HB_HOUSTON,69.13,63.61,-5.52,55284.0,55313.0,29.0
2026-05-01 18:00:00,HB_WEST,62.96,55.2,-7.76,55153.0,55138.0,-14.0
2026-05-01 18:00:00,HB_SOUTH,67.96,57.82,-10.14,55027.0,55393.0,366.0
2026-05-01 18:00:00,LZ_AEN,71.31,57.14,-14.17,55162.0,55471.0,309.0
2026-05-01 18:00:00,LZ_CPS,70.98,61.37,-9.61,55182.0,55176.0,-5.0
2026-05-01 18:00:00,LZ_HOUSTON,68.62,62.1,-6.52,55222.0,55517.0,295.0
2026-05-01 18:00:00,LZ_NORTH,70.08,58.35,-11.73,55028.0,55260.0,233.0
2026-05-01 18:00:00,LZ_SOUTH,69.88,59.61,-10.27,55108.0,55352.0,244.0
2026-05-01 18:00:00,LZ_WEST,63.07,55.26,-7.81,55214.0,55247.0,33.0
2026-05-01 19:00:00,HB_NORTH,65.42,60.41,-5.01,53961.0,53864.0,-97.0
2026-05-01 19:00:00,HB_HOUSTON,64.97,59.69,-5.28,54104.0,54184.0,80.0
2026-05-01 19:00:00,HB_WEST,65.66,49.39,-16.27,54148.0,54452.0,305.0
2026-05-01 19:00:00,HB_SOUTH,65.81,58.17,-7.64,54010.0,54059.0,50.0
2026-05-01 19:00:00,LZ_AEN,69.81,63.19,-6.62,54320.0,54149.0,-172.0
2026-05-01 19:00:00,LZ_CPS,73.39,59.0,-14.39,54310.0,54187.0,-123.0
2026-05-01 19:00:00,LZ_HOUSTON,71.96,61.76,-10.2,54481.0,54339.0,-143.0
2026-05-01 19:00:00,LZ_NORTH,65.86,60.17,-5.69,54057.0,54124.0,67.0
2026-05-01 19:00:00,LZ_SOUTH,71.9,59.69,-12.21,54133.0,54205.0,71.0
2026-05-01 19:00:00,LZ_WEST,65.47,56.98,-8.49,53868.0,54309.0,441.0
2026-05-01 20:00:00,HB_NORTH,60.27,49.74,-10.53,52946.0,52590.0,-355.0
2026-05-01 20:00:00,HB_HOUSTON,62.05,52.06,-9.99,52840.0,52850.0,9.0
2026-05-01 20:00:00,HB_WEST,53.54,49.78,-3.76,52853.0,52502.0,-351.0
2026-05-01 20:00:00,HB_SOUTH,57.17,52.5,-4.67,52819.0,52788.0,-31.0
2026-05-01 20:00:00,LZ_AEN,63.99,54.38,-9.61,52960.0,52627.0,-332.0
2026-05-01 20:00:00,LZ_CPS,59.13,50.34,-8.79,52881.0,53004.0,124.0
2026-05-01 20:00:00,LZ_HOUSTON,63.98,49.62,-14.36,52641.0,52672.0,30.0
2026-05-01 20:00:00,LZ_NORTH,59.67,51.01,-8.66,52850.0,52755.0,-95.0
2026-05-01 20:00:00,LZ_SOUTH,65.69,51.88,-13.81,52742.0,52882.0,139.0
2026-05-01 20:00:00,LZ_WEST,54.22,50.51,-3.71,52858.0,52781.0,-77.0
2026-05-01 21:00:00,HB_NORTH,51.13,40.35,-10.78,51508.0,52770.0,1262.0
2026-05-01 21:00:00,HB_HOUSTON,52.81,45.8,-7.01,51567.0,52843.0,1276.0
2026-05-01 21:00:00,HB_WEST,50.16,42.42,-7.74,51672.0,53027.0,1355.0
2026-05-01 21:00:00,HB_SOUTH,57.1,40.54,-16.56,51462.0,52803.0,1342.0
2026-05-01 21:00:00,LZ_AEN,55.99,44.56,-11.43,51480.0,53243.0,1763.0
2026-05-01 21:00:00,LZ_CPS,53.27,45.13,-8.14,51472.0,52954.0,1482.0
2026-05-01 21:00:00,LZ_HOUSTON,56.71,47.3,-9.41,51640.0,53206.0,1566.0
2026-05-01 21:00:00,LZ_NORTH,53.47,44.78,-8.69,51362.0,52928.0,1566.0
2026-05-01 21:00:00,LZ_SOUTH,57.05,46.74,-10.31,51525.0,53084.0,1559.0
2026-05-01 21:00:00,LZ_WEST,50.92,43.91,-7.01,51535.0,52885.0,1351.0
2026-05-01 22:00:00,HB_NORTH,32.81,29.45,-3.36,50208.0,50499.0,290.0
2026-05-01 22:00:00,HB_HOUSTON,42.03,33.57,-8.46,50319.0,50345.0,26.0
2026-05-01 22:00:00,HB_WEST,43.54,30.09,-13.45,50203.0,50681.0,478.0
2026-05-01 22:00:00,HB_SOUTH,44.26,32.29,-11.97,50141.0,50416.0,275.0
2026-05-01 22:00:00,LZ_AEN,42.52,35.18,-7.34,50065.0,50570.0,505.0
2026-05-01 22:00:00,LZ_CPS,44.02,33.73,-10.29,50141.0,50458.0,316.0
2026-05-01 22:00:00,LZ_HOUSTON,48.48,34.39,-14.09,50029.0,50599.0,570.0
2026-05-01 22:00:00,LZ_NORTH,41.9,30.76,-11.14,50207.0,50496.0,289.0
2026-05-01 22:00:00,LZ_SOUTH,41.11,35.45,-5.66,50242.0,50482.0,240.0
2026-05-01 22:00:00,LZ_WEST,41.51,28.68,-12.83,50194.0,50374.0,180.0
2026-05-01 23:00:00,HB_NORTH,38.22,43.72,5.5,48887.0,49992.0,1105.0
2026-05-01 23:00:00,HB_HOUSTON,38.65,43.44,4.79,48916.0,50067.0,1152.0
2026-05-01 23:00:00,HB_WEST,29.59,36.83,7.24,48850.0,50037.0,1187.0
2026-05-01 23:00:00,HB_SOUTH,35.74,43.17,7.43,48980.0,49876.0,895.0
2026-05-01 23:00:00,LZ_AEN,39.62,44.65,5.03,48752.0,50166.0,1414.0
2026-05-01 23:00:00,LZ_CPS,34.48,39.18,4.7,48775.0,49772.0,998.0
2026-05-01 23:00:00,LZ_HOUSTON,38.86,44.05,5.19,48860.0,50035.0,1175.0
2026-05-01 23:00:00,LZ_NORTH,35.58,42.43,6.85,48949.0,50034.0,1085.0
2026-05-01 23:00:00,LZ_SOUTH,31.46,42.46,11.0,48638.0,49941.0,1303.0
2026-05-01 23:00:00,LZ_WEST,31.72,41.78,10.06,49043.0,49968.0,925.0
2026-05-02 00:00:00,HB_NORTH,28.89,38.81,9.92,47976.0,47802.0,-174.0
2026-05-02 00:00:00,HB_HOUSTON,33.59,37.03,3.44,48160.0,47785.0,-375.0
2026-05-02 00:00:00,HB_WEST,25.15,32.51,7.36,47940.0,47587.0,-352.0
2026-05-02 00:00:00,HB_SOUTH,32.25,36.33,4.08,48096.0,47475.0,-621.0
2026-05-02 00:00:00,LZ_AEN,32.39,39.86,7.47,48336.0,47453.0,-883.0
2026-05-02 00:00:00,LZ_CPS,34.58,38.54,3.96,48092.0,47692.0,-400.0
2026-05-02 00:00:00,LZ_HOUSTON,35.01,40.03,5.02,48218.0,47600.0,-617.0
2026-05-02 00:00:00,LZ_NORTH,32.73,36.25,3.52,48036.0,47502.0,-534.0
2026-05-02 00:00:00,LZ_SOUTH,33.03,41.83,8.8,48034.0,47642.0,-392.0
2026-05-02 00:00:00,LZ_WEST,24.11,34.98,10.87,47852.0,47527.0,-324.0
2026-05-02 01:00:00,HB_NORTH,26.05,39.43,13.38,47246.0,49159.0,1913.0
2026-05-02 01:00:00,HB_HOUSTON,31.6,38.78,7.18,47230.0,49118.0,1888.0
2026-05-02 01:00:00,HB_WEST,20.03,30.67,10.64,47295.0,49139.0,1844.0
2026-05-02 01:00:00,HB_SOUTH,28.03,37.97,9.94,47312.0,49212.0,1900.0
2026-05-02 01:00:00,LZ_AEN,29.88,41.81,11.93,47406.0,49262.0,1856.0
2026-05-02 01:00:00,LZ_CPS,31.95,40.44,8.49,47352.0,49281.0,1929.0
2026-05-02 01:00:00,LZ_HOUSTON,34.02,41.1,7.08,47085.0,49295.0,2210.0
2026-05-02 01:00:00,LZ_NORTH,25.13,35.67,10.54,47373.0,49318.0,1944.0
2026-05-02 01:00:00,LZ_SOUTH,34.24,38.11,3.87,47078.0,49145.0,2066.0
2026-05-02 01:00:00,LZ_WEST,25.78,35.31,9.53,47353.0,49125.0,1773.0
2026-05-02 02:00:00,HB_NORTH,24.52,25.85,1.33,46669.0,46983.0,314.0
2026-05-02 02:00:00,HB_HOUSTON,26.84,33.0,6.16,46685.0,46973.0,288.0
2026-05-02 02:00:00,HB_WEST,15.27,22.76,7.49,46666.0,46903.0,237.0
2026-05-02 02:00:00,HB_SOUTH,29.97,28.42,-1.55,46852.0,47022.0,170.0
2026-05-02 02:00:00,LZ_AEN,28.61,29.98,1.37,46698.0,47287.0,590.0
2026-05-02 02:00:00,LZ_CPS,20.71,24.75,4.04,46632.0,47015.0,383.0
2026-05-02 02:00:00,LZ_HOUSTON,31.24,31.8,0.56,46651.0,47175.0,524.0
2026-05-02 02:00:00,LZ_NORTH,28.09,28.42,0.33,46813.0,47056.0,243.0
2026-05-02 02:00:00,LZ_SOUTH,26.11,30.85,4.74,46710.0,47013.0,302.0
2026-05-02 02:00:00,LZ_WEST,26.2,21.05,-5.15,46527.0,46822.0,295.0
2026-05-02 03:00:00,HB_NORTH,16.7,26.21,9.51,46815.0,45753.0,-1062.0
2026-05-02 03:00:00,HB_HOUSTON,21.13,29.31,8.18,46382.0,45160.0,-1223.0
2026-05-02 03:00:00,HB_WEST,14.87,23.14,8.27,46510.0,45209.0,-1301.0
2026-05-02 03:00:00,HB_SOUTH,19.26,29.63,10.37,46564.0,45532.0,-1032.0
2026-05-02 03:00:00,LZ_AEN,19.86,32.44,12.58,46424.0,45566.0,-858.0
2026-05-02 03:00:00,LZ_CPS,21.13,26.58,5.45,46482.0,45523.0,-959.0
2026-05-02 03:00:00,LZ_HOUSTON,25.69,31.15,5.46,46704.0,45626.0,-1078.0
2026-05-02 03:00:00,LZ_NORTH,19.52,30.14,10.62,46752.0,45779.0,-974.0
2026-05-02 03:00:00,LZ_SOUTH,19.09,28.18,9.09,46698.0,45296.0,-1403.0
2026-05-02 03:00:00,LZ_WEST,13.85,25.56,11.71,46570.0,45448.0,-1122.0
2026-05-02 04:00:00,HB_NORTH,14.5,30.39,15.89,46733.0,46340.0,-392.0
2026-05-02 04:00:00,HB_HOUSTON,18.48,27.55,9.07,46612.0,45774.0,-837.0
2026-05-02 04:00:00,HB_WEST,9.26,19.4,10.14,46427.0,46007.0,-420.0
